R_Peak_22,R_Trough_22,R_Peak_24,R_Trough_24,R_Peak_25,R_Trough_25,R_Peak_26,R_Trough_26,R_Peak_27,R_Trough_27,R_Peak_28,R_Trough_28,R_Peak_29,R_Trough_29,R_Peak_30,R_Trough_30,R_Peak_31,R_Trough_31,R_Peak_32,R_Trough_32,R_Peak_33,R_Trough_33,D_Peak_33,D_Trough_33,D_Peak_34,D_Trough_34,D_Peak_35,D_Trough_35,D_Peak_36,D_Trough_36,D_Peak_37,D_Trough_37,D_Peak_38,D_Trough_38,D_Peak_39,D_Trough_39,D_Peak_41,D_Trough_41,D_Peak_42,D_Trough_42,D_Peak_43,D_Trough_43,D_Peak_44,D_Trough_44,D_Peak_45,D_Trough_45,D_Peak_46,D_Trough_46,D_Peak_47,D_Trough_47,D_Peak_48,D_Trough_48,D_Peak_49,D_Trough_49,Fre_22,Fre_24,Fre_25,Fre_26,Fre_27,Fre_28,Fre_29,Fre_30,Fre_31,Fre_32,Fre_33,Fre_34,Fre_35,Fre_36,Fre_37,Fre_38,Fre_39,Fre_41,Fre_42,Fre_43,Fre_44,Fre_45,Fre_46,Fre_47,Fre_48,Fre_49,epsilon1,delta1
0.66644994,-0.3476972,0.70533446,-0.4050376,0.78276606,-0.422728,0.68712161,-0.3587066,0.72609016,-0.4120052,0.79363874,-0.4508433,0.72698246,-0.3527826,0.78058579,-0.4279911,0.75289886,-0.4321378,0.97111837,-0.570482,1,-0.4703192,1,0.22787675,0.98562348,0.22374236,0.97960646,0.22161597,0.96986997,0.21808627,0.98013528,0.21517329,0.83759125,0.18794282,0.82367174,0.18452834,0.79180941,0.17608395,0.77558937,0.17218513,0.76333866,0.16820392,0.74920446,0.16470409,0.7368133,0.16079259,0.72411835,0.15765033,0.71148191,0.15394918,0.70034754,0.15097585,0.68768438,0.14751058,0.947709684,0.901222329,0.909072629,0.828013644,0.858949919,0.892318432,0.794730876,0.82925543,0.865529179,0.896609931,0.99797297,0.87041808,1,0.79278838,0.9950745,0.77060694,0.75467534,0.73138839,0.72493569,0.71875404,0.71204142,0.70363452,0.69446552,0.68738294,0.67886664,0.67194205,0.14794191,-0.043500391
0.666884,-0.3478327,0.70584715,-0.405203,0.78348284,-0.4229358,0.68765238,-0.3587763,0.72665649,-0.4121565,0.79440263,-0.4511646,0.72752687,-0.3528871,0.78118746,-0.428372,0.75331147,-0.4327382,0.97155427,-0.5712834,1,-0.4704292,1,0.22787931,0.98561234,0.2237353,0.97958665,0.22159655,0.96984043,0.21805364,0.98011202,0.21513094,0.83762988,0.18786408,0.82389562,0.18449533,0.79287129,0.17629079,0.77696744,0.17251053,0.76510053,0.16865813,0.7511632,0.16524886,0.73914501,0.16145337,0.7265862,0.15837637,0.71432047,0.15472656,0.70326916,0.15185394,0.69098942,0.1484238,0.947719052,0.901246638,0.909068094,0.827994889,0.858907675,0.892260112,0.794721476,0.829264651,0.865600939,0.896595439,0.99798943,0.87043301,1,0.79348902,0.99550963,0.77113342,0.75528395,0.73156128,0.72487198,0.71862534,0.71216442,0.70417649,0.69576982,0.68914898,0.68069081,0.67375543,0.125141348,-0.042142769
0.66551727,-0.3468149,0.70428297,-0.4047638,0.78127492,-0.421746,0.68617298,-0.358199,0.72455929,-0.4106466,0.79213335,-0.4491994,0.72571272,-0.3512936,0.77942639,-0.4258242,0.75283594,-0.4303902,0.97090473,-0.5676017,1,-0.4690298,1,0.22783895,0.98613265,0.22385928,0.98075818,0.22191445,0.97170865,0.2185761,0.98272955,0.21581249,0.84024505,0.18868914,0.82665236,0.18538281,0.7949448,0.1770262,0.77862763,0.17311888,0.76663136,0.16919211,0.75241679,0.16567786,0.74027827,0.16181774,0.72749436,0.15865817,0.71510927,0.15493703,0.70401477,0.15201443,0.69147505,0.14852717,0.947251756,0.90096199,0.908829076,0.828013937,0.858901522,0.892066896,0.794435031,0.828962979,0.865163426,0.896508339,0.99784524,0.87033706,1,0.79187121,0.99503272,0.77082816,0.75485281,0.73155182,0.725612,0.72017013,0.71400922,0.70580096,0.69654965,0.68913906,0.68044495,0.67351198,0.184408072,-0.071192936
0.66754344,-0.3480706,0.7064599,-0.4049217,0.78438159,-0.4234185,0.68791973,-0.358858,0.72738125,-0.4132638,0.79510923,-0.4523657,0.72785298,-0.3540258,0.78144282,-0.4298083,0.75258035,-0.4333036,0.97121037,-0.572351,1,-0.4701028,1,0.22791521,0.98503447,0.22362164,0.97824866,0.22130838,0.96769624,0.21760261,0.97712987,0.2145122,0.83452886,0.18713665,0.82052659,0.18368736,0.78976646,0.17543779,0.77413086,0.17167311,0.76216711,0.16777818,0.74842207,0.16438802,0.7362694,0.1605513,0.72388818,0.15749738,0.71147859,0.1538735,0.70047701,0.15096102,0.68816908,0.14755902,0.948438364,0.901720505,0.909491238,0.828067068,0.859096255,0.892789627,0.794890826,0.82961004,0.866110088,0.896530704,0.99871055,0.87052953,1,0.79338238,0.99409584,0.76983542,0.75420394,0.73245455,0.72612207,0.71961592,0.71249704,0.70398243,0.69522603,0.68868005,0.68057858,0.67382522,0.171176376,-0.013227321
0.66681334,-0.3479501,0.70572194,-0.4052562,0.78327448,-0.4231177,0.68742855,-0.358985,0.72649365,-0.4125109,0.79411363,-0.4514089,0.72728286,-0.3531988,0.78088477,-0.4285051,0.75293727,-0.4325063,0.97123343,-0.5709176,1,-0.4701739,1,0.22788272,0.98552751,0.22372343,0.97938488,0.2215682,0.96951495,0.21800813,0.97965197,0.21507085,0.83712775,0.18781062,0.82323135,0.18440632,0.79173232,0.17607293,0.77566499,0.17223402,0.76356407,0.1683132,0.74951701,0.16485877,0.73726814,0.1610009,0.72462937,0.15789065,0.71213282,0.1542148,0.70101269,0.15128666,0.68851192,0.1478386,0.947832549,0.901306241,0.909141734,0.82801298,0.858967853,0.892396106,0.794730352,0.829303425,0.865643503,0.896542099,0.9982424,0.87049048,1,0.79307425,0.99487258,0.77049736,0.75457957,0.73114094,0.72459647,0.71842668,0.71187426,0.70370955,0.69497485,0.68803396,0.67946178,0.67244262,0.156033331,-0.038727289
0.66756656,-0.3476729,0.70647366,-0.4047332,0.78440349,-0.423074,0.68788266,-0.3585667,0.72721329,-0.4128606,0.79512349,-0.4520113,0.72770128,-0.353472,0.78136982,-0.4292845,0.75265482,-0.4329039,0.97132389,-0.571608,1,-0.4690394,1,0.22790723,0.98513485,0.22364576,0.97847671,0.22137139,0.96806022,0.21769981,0.97766816,0.21464817,0.8351059,0.18726901,0.82136511,0.18389313,0.79149934,0.17587404,0.77617342,0.17220608,0.76465323,0.16843268,0.75110635,0.16511542,0.73937529,0.16138933,0.72713198,0.1583883,0.71513802,0.15480547,0.70425888,0.15199206,0.69234278,0.14861762,0.948432353,0.901764451,0.909499183,0.828094269,0.859112295,0.892787701,0.79478956,0.829574929,0.866129977,0.896427027,0.99878183,0.87041478,1,0.79340103,0.99402185,0.77003079,0.75456412,0.73327065,0.72720459,0.72099156,0.714139,0.70584429,0.69745709,0.69109331,0.68308745,0.67643564,0.185180595,-0.01900862
0.66740777,-0.3477321,0.70635068,-0.4048548,0.78423399,-0.4230256,0.68790469,-0.3585917,0.72715704,-0.4126286,0.7950394,-0.4517815,0.72777078,-0.3533269,0.7814453,-0.4291229,0.75294014,-0.4330447,0.97147607,-0.5718072,1,-0.4696837,1,0.22790066,0.98526413,0.22366753,0.9787803,0.22142528,0.96854793,0.21778345,0.97833475,0.21476345,0.83579837,0.18740999,0.82206993,0.18403511,0.7919352,0.17597368,0.77647456,0.17228106,0.7648743,0.16848974,0.7512393,0.16515258,0.739445,0.16141087,0.72713222,0.15839355,0.71507983,0.15479632,0.70416464,0.15196966,0.6921687,0.14858327,0.948217764,0.901608278,0.909365328,0.828058475,0.859038107,0.892610899,0.794788306,0.82949173,0.865980833,0.896511689,0.99846425,0.8703966,1,0.79353504,0.9946069,0.77043794,0.75487874,0.73290191,0.72662077,0.72035114,0.71359117,0.70539091,0.69702626,0.69064265,0.68254557,0.67583607,0.157513483,-0.024901462
0.66530793,-0.3467588,0.70409934,-0.4048425,0.78101311,-0.421546,0.68621573,-0.3581172,0.72431759,-0.4101919,0.79193346,-0.4487016,0.72561257,-0.350888,0.77937649,-0.4252395,0.75315777,-0.4301529,0.9711047,-0.5672263,1,-0.4690679,1,0.22782486,0.98635367,0.22390406,0.98126301,0.22202612,0.97251687,0.21875802,0.98386297,0.21605032,0.84143609,0.18896391,0.82798863,0.18570049,0.79632648,0.17740593,0.77995794,0.17351317,0.76807186,0.16962697,0.75381362,0.1661206,0.74179642,0.16229796,0.7289626,0.15913998,0.71670089,0.15541685,0.70560118,0.15252822,0.69313718,0.14903521,0.946994526,0.900800704,0.908682109,0.827995478,0.858835177,0.891870594,0.794369759,0.828829873,0.864979603,0.896484624,0.99764241,0.87030452,1,0.79201505,0.99554837,0.77134752,0.75528836,0.73105335,0.72488534,0.71952073,0.71369275,0.70583052,0.69695029,0.68965828,0.68082344,0.67380173,0.166808593,-0.082117221
0.66604488,-0.3474334,0.70494965,-0.4051162,0.78221618,-0.4223382,0.68691643,-0.358544,0.72559002,-0.4112276,0.79318295,-0.4499902,0.72671127,-0.3520618,0.78038064,-0.4269703,0.75331259,-0.4316387,0.97133283,-0.5696733,1,-0.4703747,1,0.22785391,0.98597893,0.2238144,0.98042316,0.22179771,0.97117804,0.21838351,0.98196515,0.21556234,0.83949883,0.18839539,0.82579032,0.18504394,0.79392869,0.1766693,0.7776025,0.17277871,0.76548886,0.16884523,0.75127256,0.16534673,0.73903547,0.16147975,0.72625594,0.15833253,0.71377746,0.15462259,0.70263433,0.15169056,0.69005406,0.14821278,0.947288279,0.900953342,0.908826499,0.827974034,0.858839124,0.892006129,0.79460584,0.829038008,0.865228454,0.89660055,0.99761466,0.87036735,1,0.79283946,0.99585693,0.77135491,0.75533368,0.73093973,0.72431868,0.71836324,0.71212676,0.70411729,0.69527046,0.68816875,0.67943231,0.67237698,0.124895228,-0.06135772
0.66611192,-0.3472151,0.70493036,-0.4050228,0.78214466,-0.4223092,0.68666815,-0.3585565,0.72531292,-0.4114035,0.79297656,-0.4500988,0.72630614,-0.3519487,0.77999662,-0.4267566,0.75290659,-0.431078,0.97108209,-0.5685574,1,-0.4689807,1,0.22785252,0.98593521,0.22381669,0.98030922,0.22180697,0.97099093,0.21840036,0.98173589,0.2155829,0.83926216,0.18840524,0.82565129,0.18509277,0.79439505,0.17685593,0.77829615,0.17302291,0.76645116,0.16915949,0.75237,0.1657035,0.74037241,0.16189937,0.72768464,0.15878287,0.71543724,0.15509715,0.70436457,0.15222083,0.69201126,0.1487596,0.94749839,0.901131502,0.908974838,0.82803755,0.858953963,0.892223938,0.794511659,0.829091919,0.865377768,0.896440963,0.99813139,0.87037795,1,0.79241691,0.99484991,0.77072506,0.75477366,0.73129638,0.72511338,0.71948159,0.7133551,0.70537916,0.69668712,0.68963104,0.68096984,0.67399172,0.184919871,-0.060956917
0.66749144,-0.3480507,0.70644985,-0.4051017,0.78434757,-0.423364,0.68801786,-0.3588943,0.72733847,-0.4129992,0.79515214,-0.4521325,0.72792951,-0.3537202,0.78156603,-0.4294984,0.75296328,-0.4333514,0.97148077,-0.5722607,1,-0.4702349,1,0.22790388,0.98522351,0.22365777,0.9786882,0.22139987,0.96840097,0.21774427,0.97811858,0.21470864,0.83558158,0.18735554,0.82174532,0.18395415,0.79124432,0.17582132,0.77564928,0.17210075,0.76388147,0.16827499,0.75015359,0.16491611,0.73820557,0.16114291,0.72582068,0.15810836,0.71361786,0.15449704,0.70263339,0.15164127,0.69049789,0.14824424,0.948204606,0.901572992,0.909348778,0.828032449,0.859017822,0.892597367,0.794815873,0.829493297,0.865969302,0.896535286,0.99850795,0.87049952,1,0.79363185,0.99464919,0.77036223,0.75469009,0.73218494,0.72569183,0.71931968,0.71257278,0.70441583,0.69606893,0.68961306,0.68138252,0.67455605,0.152112205,-0.022569029
0.66637095,-0.3473217,0.70519197,-0.4049043,0.78253703,-0.4224607,0.68684795,-0.3585494,0.72567209,-0.4117575,0.79333356,-0.4505343,0.72654097,-0.3522879,0.78020086,-0.4273535,0.75272095,-0.4314278,0.97101007,-0.5691866,1,-0.4690246,1,0.227867,0.98571994,0.22377118,0.97981743,0.22169187,0.97020424,0.21821201,0.98063481,0.21533667,0.83811562,0.1881157,0.82439959,0.18476737,0.79322806,0.17650416,0.77723045,0.17267482,0.76533451,0.16878968,0.75133078,0.16534,0.73927035,0.16151532,0.72665762,0.15840768,0.71434517,0.1547323,0.70329608,0.15183668,0.6909258,0.14838714,0.947738307,0.901285299,0.909109271,0.828052866,0.859002633,0.892384193,0.79459352,0.829219558,0.865554329,0.896464642,0.9982614,0.87038511,1,0.79246696,0.99454826,0.7704121,0.75457892,0.73188393,0.72582773,0.72005394,0.71362272,0.70538949,0.69647908,0.6894222,0.68092472,0.67403341,0.188990423,-0.049858541
0.66587059,-0.3470809,0.70466533,-0.4048224,0.78181131,-0.422078,0.6864391,-0.3583651,0.72507701,-0.4111604,0.79265389,-0.4498142,0.72611062,-0.3517993,0.77978426,-0.4265776,0.75277547,-0.4309134,0.97092651,-0.5684416,1,-0.469223,1,0.22785303,0.98593147,0.22381521,0.98030151,0.22180301,0.97097879,0.21839378,0.9817053,0.21557446,0.83919382,0.18840884,0.82549442,0.18506793,0.79384003,0.17669967,0.7776028,0.17280426,0.7655569,0.16886721,0.75139943,0.16536489,0.73920578,0.16149457,0.72647503,0.15834647,0.71403374,0.1546369,0.70293981,0.15170343,0.69039208,0.14822744,0.947468369,0.901098159,0.908952201,0.828029426,0.858944767,0.892207054,0.794532747,0.829085872,0.865330049,0.896518996,0.99797167,0.87035204,1,0.79212847,0.99486322,0.77064226,0.75472203,0.73170023,0.72567721,0.72000838,0.71361907,0.7052973,0.69604873,0.68875338,0.6801588,0.67325503,0.181377958,-0.060656541
0.66707847,-0.3480663,0.70603655,-0.4051918,0.7837629,-0.4232038,0.68777376,-0.3589004,0.72696485,-0.4126187,0.79463976,-0.4516536,0.72771922,-0.3534423,0.78132863,-0.4290286,0.7530978,-0.4331303,0.97143279,-0.5720007,1,-0.4708609,1,0.2278934,0.98540408,0.22369138,0.97910865,0.22148446,0.96907545,0.21787521,0.97903334,0.21489014,0.83650102,0.18759099,0.82258877,0.18416898,0.79130132,0.17586169,0.77536269,0.17204956,0.76329714,0.16813741,0.74934711,0.16470678,0.737129,0.16085628,0.7245767,0.15776691,0.7121109,0.15411008,0.70103179,0.15118743,0.68859702,0.14775611,0.947920293,0.901358575,0.909178548,0.827998496,0.858946281,0.892400224,0.794813983,0.829379283,0.865738428,0.896638112,0.99811311,0.87050428,1,0.79345446,0.99521157,0.77073667,0.75488762,0.731512,0.72485315,0.71847051,0.71176639,0.70356029,0.69490171,0.68817561,0.6797661,0.67283398,0.128644587,-0.031287089
0.66730762,-0.3480316,0.70619743,-0.4050324,0.78397476,-0.4233633,0.68768107,-0.3589526,0.72702484,-0.4131322,0.79469977,-0.4521353,0.72755922,-0.3538214,0.78114013,-0.4293861,0.75254741,-0.4329021,0.97110326,-0.5716355,1,-0.4698108,1,0.2279053,0.98516746,0.22365195,0.97855254,0.221387,0.9681816,0.21772399,0.97780518,0.21468187,0.8352187,0.18734346,0.8212271,0.18390624,0.79020875,0.17562192,0.77442933,0.1718292,0.76240798,0.16792167,0.74855957,0.16450733,0.73635964,0.16065979,0.72388975,0.157585,0.71143486,0.15394221,0.70038841,0.15102105,0.68800293,0.14760262,0.948296804,0.90162382,0.909413906,0.828060148,0.85908229,0.892722964,0.794824879,0.82952562,0.865989772,0.896494332,0.99869321,0.87053615,1,0.79313183,0.99407121,0.76984015,0.75412325,0.73202038,0.72571684,0.71938424,0.7124409,0.70399723,0.69518485,0.68842794,0.68015427,0.67330289,0.181623529,-0.02061224
0.6649745,-0.3460889,0.70367813,-0.4043089,0.78064462,-0.4207607,0.68587887,-0.3574639,0.7235955,-0.4093283,0.7913508,-0.4477875,0.7249458,-0.3499376,0.77881904,-0.4241763,0.75297744,-0.4292863,0.97099088,-0.5657965,1,-0.467945,1,0.22781318,0.98649291,0.22393999,0.98157076,0.22211765,0.97300647,0.21890792,0.98458024,0.21624493,0.84216017,0.18916983,0.82898707,0.18597952,0.7982008,0.17786187,0.78219886,0.17403271,0.77066377,0.1702327,0.75660733,0.16677417,0.74497013,0.16303016,0.73228794,0.15990913,0.72039822,0.15622159,0.709462,0.1533997,0.69732814,0.14992797,0.946952305,0.900822663,0.908667623,0.828016573,0.858849719,0.891858002,0.794213606,0.828773639,0.864963346,0.896456042,0.99766873,0.87021164,1,0.79148743,0.99526436,0.77130591,0.75546103,0.73259694,0.72706185,0.722124,0.71638449,0.70843528,0.69946163,0.6922175,0.68364663,0.67689439,0.196854594,-0.090124369
0.66608114,-0.3473816,0.70489197,-0.4049412,0.78212074,-0.4224144,0.68663649,-0.3585897,0.72542716,-0.4116345,0.79294677,-0.4503227,0.72637547,-0.3522711,0.77999837,-0.4271925,0.75269343,-0.4313237,0.97088782,-0.5691215,1,-0.4695826,1,0.22786362,0.98578023,0.22378216,0.97995732,0.22171913,0.97042859,0.21825636,0.98092581,0.215395,0.83838695,0.18820639,0.82454021,0.18482334,0.79262339,0.17637764,0.77632987,0.17245934,0.76411578,0.16847993,0.74992539,0.16496211,0.73756863,0.16105298,0.72482114,0.15789508,0.71221791,0.15417934,0.70108094,0.15121014,0.68840662,0.14773181,0.947602358,0.901166743,0.909024781,0.82802886,0.858967371,0.892297888,0.794613398,0.829166981,0.865424497,0.896542423,0.9980659,0.87040957,1,0.7922546,0.99473131,0.77043148,0.75448347,0.73143852,0.72528135,0.71940763,0.71282599,0.70438474,0.69503543,0.68773258,0.67914133,0.6722126,0.178882317,-0.052696936
0.66808067,-0.3483312,0.70703047,-0.4051072,0.78516501,-0.423882,0.68835299,-0.3591161,0.72796747,-0.4139068,0.79583579,-0.4531154,0.72827731,-0.3545498,0.78188958,-0.4305616,0.75261386,-0.4338832,0.97140052,-0.5731265,1,-0.470032,1,0.22792557,0.98486854,0.22358888,0.97786353,0.22122483,0.96707943,0.21747318,0.9762935,0.21433228,0.83371614,0.18690291,0.8197812,0.18347528,0.78970541,0.17541672,0.77436192,0.17175377,0.76267768,0.16795981,0.74911455,0.16464837,0.73722845,0.16090236,0.72497556,0.15790607,0.71282873,0.15432868,0.70188163,0.15149386,0.6898737,0.14812487,0.94864129,0.901860398,0.909598739,0.828055022,0.859111193,0.892904426,0.794879864,0.829685452,0.866299697,0.896432179,0.9991161,0.87063849,1,0.7937946,0.99378796,0.76967189,0.75411644,0.73235381,0.72593991,0.71945173,0.71252225,0.70429949,0.69612083,0.6898237,0.68171644,0.67493118,0.182075025,-0.004809349
0.66697097,-0.3476493,0.70591353,-0.4049334,0.7836116,-0.4227852,0.68763345,-0.358553,0.72670314,-0.412134,0.79449349,-0.4511899,0.7275002,-0.3528828,0.78117226,-0.4284722,0.75312518,-0.4327017,0.97147271,-0.5712879,1,-0.4700174,1,0.22788621,0.98549749,0.22371333,0.97932046,0.22154125,0.96941355,0.21796327,0.97952507,0.21501242,0.83701131,0.18771763,0.82328664,0.18434619,0.79259023,0.17617677,0.77685216,0.17241855,0.76507662,0.16857697,0.75125765,0.16518684,0.73931138,0.16140066,0.72685362,0.15834128,0.71465537,0.15470784,0.70367086,0.1518436,0.69148043,0.1484283,0.947899825,0.901383509,0.909178645,0.828027691,0.858963488,0.892392535,0.794747423,0.829349435,0.865731748,0.896578636,0.99809058,0.87036751,1,0.79337104,0.99516307,0.77082457,0.7551342,0.73236486,0.72594814,0.71973427,0.71310608,0.7049441,0.69640258,0.68981485,0.68154401,0.67474281,0.138084753,-0.036542052
0.66456073,-0.3460732,0.70324193,-0.4042631,0.7800302,-0.4206062,0.68549861,-0.3574146,0.72319783,-0.4090801,0.79079192,-0.447418,0.72464914,-0.3498101,0.77849559,-0.4238932,0.75290377,-0.4291049,0.97082437,-0.5656562,1,-0.4685788,1,0.22780833,0.98657129,0.22395554,0.98174947,0.22215602,0.97329247,0.21897023,0.98495719,0.2163265,0.84251007,0.18929072,0.82920035,0.18606505,0.79755904,0.17773545,0.78114817,0.17380003,0.76931191,0.16988841,0.75503979,0.16634816,0.74306072,0.16250408,0.7302247,0.159323,0.71800026,0.15558116,0.70696957,0.1526786,0.69448274,0.14917264,0.946774427,0.90066829,0.908550878,0.827972257,0.858791504,0.891739026,0.794209421,0.828692763,0.864797328,0.896550759,0.99745979,0.87025418,1,0.79115011,0.9954208,0.77130673,0.75536048,0.73229559,0.72677303,0.72176978,0.71581008,0.70752367,0.69788647,0.69027775,0.68162,0.67485548,0.18783277,-0.093904978
0.66802883,-0.3483994,0.7070397,-0.4050555,0.78524183,-0.4237447,0.68856006,-0.3589237,0.72818344,-0.413561,0.79603728,-0.4528705,0.72862138,-0.3544616,0.78224572,-0.4306914,0.7530064,-0.4344786,0.97167489,-0.5742064,1,-0.471491,1,0.22792787,0.98490595,0.22358468,0.97796308,0.22120977,0.96724296,0.21745049,0.9764957,0.21429769,0.83392127,0.18686674,0.81995962,0.18341339,0.78964203,0.17527514,0.77422243,0.17158206,0.7624082,0.1677435,0.74881451,0.16441159,0.73681102,0.1606254,0.72455158,0.1576167,0.71229231,0.15403078,0.70134522,0.15116079,0.68923092,0.1477881,0.94848683,0.901739979,0.909492444,0.828018059,0.85902388,0.892718365,0.794972961,0.82967749,0.866213476,0.896679096,0.99855945,0.8706478,1,0.79411835,0.99475212,0.77038689,0.7547462,0.73244633,0.72582679,0.71912231,0.71207716,0.7037938,0.6954999,0.68930177,0.68129824,0.67456173,0.12537181,-0.004747185
0.66610321,-0.3475628,0.70503044,-0.4052229,0.78232397,-0.4224518,0.68703518,-0.3586331,0.725725,-0.4113037,0.79331179,-0.4500836,0.72685692,-0.3521685,0.78051853,-0.4271008,0.75342087,-0.4318243,0.97141324,-0.5699817,1,-0.4706835,1,0.22785455,0.98598308,0.22381281,0.98043585,0.22179297,0.9711995,0.21837539,0.98198981,0.21555199,0.83953357,0.18838467,0.82580822,0.18502749,0.79385341,0.17664293,0.7774899,0.17275016,0.76534002,0.16881351,0.75109798,0.16531329,0.73883168,0.16144345,0.72603108,0.15829433,0.71352515,0.15458258,0.70236099,0.15164751,0.68975607,0.148168,0.947249012,0.900918019,0.908797701,0.827957704,0.858813518,0.89196186,0.794622182,0.829029252,0.865208198,0.896625327,0.99755773,0.87040587,1,0.79301004,0.99608156,0.77154075,0.75548987,0.73067122,0.72389011,0.7178512,0.71163974,0.70369558,0.69493743,0.68788274,0.67910437,0.67200357,0.112501438,-0.061164433
0.66487027,-0.3465184,0.70357837,-0.404687,0.78033887,-0.4212039,0.6857198,-0.357939,0.723618,-0.4097799,0.79116311,-0.4481218,0.72497969,-0.3504211,0.77876315,-0.4245173,0.75292162,-0.429491,0.97085226,-0.5661921,1,-0.4688077,1,0.22781423,0.98648395,0.22393685,0.98155198,0.22210947,0.97297676,0.21889446,0.98450851,0.21622771,0.84207008,0.18918152,0.82863958,0.18593043,0.79670985,0.17756757,0.780202,0.17362682,0.76823898,0.16970471,0.75389096,0.16615977,0.74179944,0.16230549,0.7288967,0.15911826,0.71656119,0.15537066,0.70544666,0.15245633,0.69287038,0.1489447,0.946852524,0.900701068,0.908597576,0.827972461,0.858812041,0.891804889,0.794258125,0.828737271,0.864856191,0.896494725,0.99765218,0.87036199,1,0.7913886,0.99532478,0.7711106,0.7549924,0.73107442,0.72518903,0.720112,0.71436958,0.70638059,0.69712548,0.6894975,0.68059032,0.67357774,0.190309761,-0.089487587
0.66660198,-0.3477008,0.70555886,-0.4050702,0.78311206,-0.4226606,0.68746487,-0.3585731,0.72639906,-0.4117478,0.7940754,-0.4507195,0.72736721,-0.352622,0.78102331,-0.4280296,0.75334868,-0.4325829,0.97150769,-0.5712091,1,-0.4708804,1,0.22787503,0.98569498,0.22374927,0.97978043,0.22163104,0.97015204,0.21810966,0.98053139,0.21520461,0.83803724,0.18796222,0.82426677,0.18457813,0.79284895,0.17626479,0.77678497,0.17242938,0.76475319,0.16851914,0.75072236,0.16506807,0.73855084,0.16122084,0.72593028,0.15811392,0.71351478,0.15444035,0.70243781,0.15152338,0.68999202,0.14807692,0.94757691,0.901140871,0.908979971,0.827976875,0.858865386,0.892151162,0.794735703,0.829217588,0.86548529,0.896682215,0.99767858,0.87041084,1,0.79332333,0.99589599,0.77138271,0.75549396,0.73153954,0.72485987,0.71862132,0.71211485,0.70400182,0.69528813,0.68849602,0.68001821,0.67309322,0.106667694,-0.045848197
0.66484314,-0.346596,0.70367615,-0.404663,0.78054744,-0.4210669,0.68608738,-0.3577383,0.72399429,-0.4093744,0.7915462,-0.4478499,0.72551093,-0.3503537,0.77930301,-0.4246193,0.75348685,-0.4300371,0.97124839,-0.5673967,1,-0.4700017,1,0.22781421,0.98655596,0.22393875,0.98173248,0.22211052,0.97327137,0.21889456,0.98489481,0.21622967,0.84248236,0.18918831,0.82904758,0.18591934,0.79681375,0.17749846,0.78018537,0.17353658,0.76809788,0.16958661,0.7536851,0.16602712,0.74149443,0.16214837,0.72855071,0.15895097,0.71612374,0.15519531,0.70497998,0.15225931,0.69231223,0.14874226,0.946636379,0.900538347,0.908451269,0.82792778,0.858697443,0.891566459,0.794373491,0.828679532,0.864704181,0.896596491,0.99704493,0.87024121,1,0.79207045,0.99655955,0.77207285,0.75597882,0.73098598,0.72458474,0.71911324,0.71327538,0.70534798,0.69615023,0.68868717,0.6797686,0.67273025,0.115555259,-0.09104306
0.66652546,-0.34719,0.70546859,-0.4048135,0.78299803,-0.422195,0.68733932,-0.3581992,0.72610311,-0.4111987,0.79396293,-0.4501991,0.7271181,-0.3519985,0.78086812,-0.4273257,0.75343488,-0.4320438,0.97161611,-0.570222,1,-0.469746,1,0.22786435,0.98583028,0.22378192,0.98008491,0.22171519,0.97063753,0.21824825,0.9812422,0.21538538,0.83878933,0.18814728,0.82530504,0.18484355,0.79481906,0.17676472,0.77906759,0.17302391,0.76750087,0.16923668,0.75366754,0.16585627,0.74193528,0.162121,0.72945074,0.15906516,0.71746789,0.15543092,0.70652273,0.15261468,0.69447522,0.14919426,0.947549454,0.901178025,0.908981659,0.828015917,0.858889001,0.892141377,0.794626377,0.82916735,0.865481921,0.896568259,0.99773883,0.8702415,1,0.79329765,0.99577237,0.77149886,0.75581475,0.73256141,0.72614525,0.72013206,0.71380053,0.70585658,0.6974837,0.69096343,0.68264831,0.6758785,0.123430283,-0.05353006
0.6655006,-0.3469002,0.70427639,-0.4047415,0.78128274,-0.4217906,0.68613959,-0.3582118,0.72464679,-0.4107207,0.79215835,-0.449285,0.72579882,-0.3514449,0.77948334,-0.426034,0.75280675,-0.4305622,0.97086289,-0.5679585,1,-0.4694113,1,0.22784354,0.98607607,0.22384519,0.9806319,0.22187841,0.97150745,0.21851693,0.98243497,0.21573553,0.83992552,0.18860881,0.82623019,0.1852705,0.79419886,0.17681684,0.77778078,0.17286969,0.7656105,0.16888956,0.75133927,0.16534652,0.73903435,0.16143837,0.72621802,0.15825949,0.71366896,0.15452423,0.70254179,0.15155928,0.68985282,0.14806378,0.947276406,0.90096281,0.908838821,0.828009628,0.858900293,0.892078692,0.794493177,0.828991413,0.865169268,0.89656466,0.9977593,0.87033222,1,0.79188534,0.99509279,0.77080836,0.75482841,0.73158699,0.72557358,0.71994377,0.71353915,0.70511467,0.69558038,0.68813072,0.67948503,0.67259866,0.174766998,-0.067975644
